text,name,firm
"Mohamad is a General Partner and heads NEA’s Healthcare Services and Healthcare Information Technology investment practice. Mohamad first joined NEA as an intern in 2000 and later as an associate in 2005. He is currently a Director of American Pathology Partners, Bright Health, Collective Health, Curisium, Docent Health, Elements Behavioral Health, Nuvolo, Pager, Radiology Partners, SCI Solutions, U.S. Renal Care, and Welltok. Mohamad’s past investments include Bravo Health, CHG Healthcare, DaVita NephroLife, DSI Renal, Long Term Care Group, ppoNEXT, and Vantage Oncology.",Mohamad Makhzoumi,NEA
"Previously, Mohamad focused on growth equity investments at Summit Partners prior to which he worked with UBS Investment Bank where he concentrated on leveraged finance and sponsor-led transactions. Mohamad received a bachelor's degree, with distinction, from the University of Pennsylvania and is an active participant in the cancer community having been a founding board member of Livestrong’s Young Leadership Cancer Council.",Mohamad Makhzoumi,NEA
"Josh has worked closely with NEA since his time as an EIR back in 1995 and joined full-time as a General Partner on NEA's healthcare team leading our medtech/healthtech practice in 2015. Josh is also the Founder and Executive Chairman of ExploraMed, a medical device incubator that has created 8 companies over the past 20 years. Notable transactions from the ExploraMed portfolio include Acclarent, acquired by J&J in 2009. EndoMatrix, acquired by C.R. Bard in 1997, TransVascular, acquired by Medtronic in 2003 and Neotract acquired by Teleflex in 2017.  On-going ExploraMed/NEA ventures include NeoTract, Moximed, Willow and ExploraMed V.  In addition to his role at NEA, Josh serves on the faculty of the Stanford University Medical School as an Adjunct Professor of Medicine and is Co-Founder of Stanford’s Biodesign Innovation Program.  Josh currently serves on the board of directors for DOTS Technology Corp., Eargo, ExploraMed, Intrinsic Therapeutics, Moximed, SetPoint Medical, Willow and Coravin.  Josh holds over 300 patents and patent applications for various medical devices in the fields of cardiology, ENT, general surgery, drug delivery, obesity, orthopedics, women’s health, and urology. He received an MBA from Columbia University, an MD from the NYU School of Medicine, and a bachelor's degree in Mechanical Engineering from MIT.","Josh Makower, MD",NEA
"Dave Mott joined New Enterprise Associates in September 2008 as a General Partner and leads the healthcare investing practice, which typically comprises roughly one-third of each fund, or $1 billion of healthcare venture investments every three years. NEA is a leading investor across all healthcare sub-sectors, including biopharma, medical technology, and healthcare services, and invests across all stages and geographies.  Dave’s personal investing practice is primarily focused on biopharmaceutical investments. Prior to joining NEA, Dave was President and Chief Executive Officer of MedImmune, subsidiary of AstraZeneca Plc, and Executive Vice President of AstraZeneca. Dave joined MedImmune in 1992 and served in various roles including, from October 2000 through June 2008, president and chief executive officer, and previously chief financial officer, and president and chief operating officer. He led the sale of MedImmune to AstraZeneca in June 2007 for $15.6 billion. In 2002, Dave founded MedImmune Ventures and chaired its investment committee through his departure from MedImmune. At the time of his departure in July 2008, MedImmune had annual revenues in excess of $1.5 billion, annual R&D in excess of $650 million and approximately 3,000 employees. Prior to joining MedImmune, Dave was a Vice President in Health Care Investment Banking at Smith Barney, Harris Upham & Co., Inc. where he focused on public and private equity and debt financings as well as mergers and acquisitions. He received a bachelor of arts degree in economics and government from Dartmouth College.",David Mott,NEA
"Dave is currently Chairman of 3-V Biosciences, Adaptimmune (NASDAQ: ADAP), Ardelyx (NASDAQ: ARDX), Cydan, Epizyme (NASDAQ: EPZM), Imara, Mersana, and TESARO (NASDAQ: TSRO), and is a director of Clementia (CMTA), Complexa, NightstaRx, and Xtuit.  He has previously been a director of Ambit Pharmaceuticals, Conceptis, Edimer, MedImmune, Omthera Pharmaceuticals, Prosensa, Rib-X Pharmaceuticals, Shire Pharmaceuticals, and Zyngenia.",David Mott,NEA
"Chetan joined NEA in 2011 and focuses on enterprise software. His investments at NEA include MuleSoft (NYSE: MULE), MongoDB (NASDAQ: MDB), Elastic, Acquia, Reltio, Placester, Heap, Sentry, Forter, ScoutRFP, Canopy, Rocket.Chat, and Folloze. He was previously involved with Gaikai (acquired by Sony). He's been named to GrowthCap’s Top 40 under 40 Growth Investors, Forbes Magazine’s 2017 30 under 30 All-Star Alumni List, and Forbes Magazine’s 2015 30 under 30 in Venture Capital.",Chetan Puttagunta,NEA
"Prior to joining NEA, Chetan was an investor with H.I.G. Capital’s Leveraged Buyout Group and a technology investment banker with Houlihan Lokey. Chetan earned his bachelor's degree in Electrical Engineering from Stanford University.",Chetan Puttagunta,NEA
"Jon joined NEA in 2006 and invests in consumer internet and enterprise software companies.  He led the firm's investments in Aera Technology, BlueJeans Network, Brandless, DataVisor, Desire2Learn, Didi Chuxing, HackerOne, Hearsay Social, OPOWER (NYSE: OPWR, acquired by Oracle), ScienceLogic, Snapchat (NYSE: SNAP), Swiftype (acquired by Elastic), The Players' Tribune, ThirdLove, and Uber. My perspectives on VC and entrepreneurship can be found at www.jonsakoda.com or on Twitter @jonsakoda",Jon Sakoda,NEA
Symantec Acquires IMlogic,Jon Sakoda,NEA
"Scott Sandell is Managing General Partner at NEA. A General Partner since 2000, and Co-Managing General Partner from 2015 - 2017, Scott served as head of the firm’s technology investing practice for 10 years and has led NEA’s China investing activities for over a decade. Since joining the firm in 1996, he has personally led investments in industry-transforming companies like Bloom Energy, Data Domain, Fusion-io, Salesforce.com, Tableau Software, WebEx, and Workday. Scott is one of only four investors named to the Forbes Midas List every year since 2007, with 23 technology companies in his portfolio having successfully completed public offerings or mergers.",Scott Sandell,NEA
"Scott is currently a director of a number of private companies including Bloom Energy, Branch Metrics, CareZone, Cloudflare, Coursera, Datrium, Enigma, Hello Alfred, One Concern, Qadium, Robinhood, Transfix, and UnifyID. Other previous investments include Fusion-io (acquired by SanDisk), Neoteris (acquired by Juniper Networks), NetIQ (acquired by Attachmate Corporation), Playdom (acquired by Disney), and Spreadtrum Communications (acquired by Tsinghua Unigroup).",Scott Sandell,NEA
"Prior to joining NEA, Scott was a Product Manager at Microsoft, where he worked on Windows 95. Before joining Microsoft, Scott was the first salesperson at C-ATS Software and later co-founded and ran the company’s European subsidiary. He began his career at the Boston Consulting Group. Scott holds an MBA from Stanford and an AB in Engineering Sciences from Dartmouth College.",Scott Sandell,NEA
Scott also serves on the Board of Overseers for the Thayer School of Engineering at Dartmouth and is a former Chairman of the National Venture Capital Association (NVCA) (2014-2015).,Scott Sandell,NEA
WebEx investment,Scott Sandell,NEA
Data Domain investment,Scott Sandell,NEA
Salesforce.com investment,Scott Sandell,NEA
Workday investment,Scott Sandell,NEA
"Pete joined NEA in 2005 and is the head of the firm’s Enterprise practice group. Some of his current investments include Apprenda, Conviva, Databricks, MapR Technologies, Nginx, Pluribus and Tintri. Past exits include Pentaho (acquired by Hitachi), Teracent (acquired by Google) and Xensource (acquired by Citrix Systems).",Peter Sonsini,NEA
"Prior to NEA, Pete was Senior Director of Strategic Alliances at VMware where he struck the company's initial OEM deals and grew annual sales through OEMs from $0 to $40 million in four years. Pete ran product management at Mirapoint and worked in sales and marketing at Hewlett-Packard, including Worldwide Product Manager for the mid-range server business. Pete began his career at Montgomery Securities in the Technology Corporate Finance group. Pete received his MBA from the Kellogg School of Management at Northwestern University, and his BA in Political Economy from the University of California, Berkeley.",Peter Sonsini,NEA
"Ravi is a General Partner and focuses on investments in the software, internet, and fintech sectors.  He also co-heads the firm’s Technology Venture Growth Equity investment practice.  Ravi has led investments in Acquia, BloomReach, Boku, Desire2Learn, Forter, Gladly, Heap, MindTickle, MOVE Guides, Mulesoft, Plaid, Placester, Reltio, SiteTracker. Prior investments include Arcot (acquired by CA), Braintree (acquired by eBay), Cyence (acquired by Guidewire), GlobalLogic (acquired by Apax Partners), IM Logic (acquired by Symantec), PURE Energies (acquired by NRG), Sanera (acquired by McData), Tele Atlas (Euronext: TA, acquired by TomTom), and ViXs (TXS: VXS). Prior to NEA, Ravi worked at Goldman, Sachs & Co. as co-head of the technology practice in their private equity group. Ravi has also worked for McKinsey & Company, as well as Raychem Corporation, where he focused on research and product development in various materials systems. Ravi received an MBA from Wharton and a PhD in Chemical Engineering from UCSB where he focused his research on materials science applications. Ravi also earned a BS in Bioengineering from the University of Pennsylvania. He currently serves on the Wharton Entrepreneurship Advisory Board. Read more of Ravi’s perspectives at: www.raviviswanathan.com",Ravi Viswanathan,NEA
"Ali joined NEA in 2007 and is a Partner on the healthcare team. He specializes in investments in the biopharmaceutical, medical device, specialty pharmaceutical and healthcare services sectors. Prior to joining NEA, Ali worked as an intern and later as a consultant in business development at The Medicines Company, a specialty pharmaceutical company developing acute care cardiovascular products. He previously held positions as a Venture Associate at Morgan Stanley Venture Partners and as a Healthcare Investment Banking Analyst at Lehman Brothers. He conducted basic science research in the fields of viral fusion inhibition and structural proteomics at the National Institutes of Health and at Duke University. Ali concurrently earned his MD degree from The University of Pennsylvania School of Medicine and his MBA degree from The University of Pennsylvania Wharton School, where he graduated with Honors and was a Palmer Scholar. He graduated summa cum laude and received his bachelor’s degrees with distinction in Biomedical Engineering, Electrical Engineering and Chemistry from Duke University.","Ali Behbahani, MD",NEA
"Ron is an entrepreneur and business executive who spent the first 24 years of his career in the high-technology operating world and the last 15 years as a venture capitalist. He joined NEA in 2010 as a Venture Partner and focuses on information and software technology investments. He currently serves on the boards of Cohere Technologies, Datrium, Igneous Systems, IonQ, Kumu Networks, Tigera and Uhana and has worked closely with Blue Jeans Network, Datavisor, Fugue, Ketra and Waltz Networks. Previous board memberships include Boulder Wind Power, Data Domain (acquired by EMC), Drobo (merged with Connected Data), Gainspeed (acquired by Nokia), HelioVolt, Leyden Energy (acquired by A123), LifeSize (acquired by Logitech), Indicative (acquired by Nimsoft), Nicira (acquired by VMware), ProStor (acquired by Imation and Tandberg) Redseal Systems and Solidfire (acquired by NetApp).",Ron Bernal,NEA
"Prior to NEA, Ron was a Partner at Sequel Venture Partners and led the firm's investments in HelioVolt and Buzzwire. Ron previously served as a Venture Partner at Sutter Hill Ventures, where he led the firm's investments in Data Domain, Drobo, ProStor, LifeSize, Indicative and Redseal Systems. Prior to Sutter Hill Ventures, he was Chief of Staff/COO for the Service Provider and Product Technology Group Businesses at Cisco. He joined Cisco as part of the Growth Networks acquisition in 2000, where he was President and CEO. Ron co-founded Growth Networks, an internet switching fabric company, in 1998 while serving as an entrepreneur-in-residence at NEA. Prior to working with NEA, he spent more than seven years with Silicon Graphics, Inc. (SGI) in roles including Senior Vice president and General Manager of the $1 billion-plus server division and President of the MIPS group, the microprocessor subsidiary of SGI. Ron was also Vice President of Engineering and COO of Edge Computer, a computer company he co-founded in 1983.",Ron Bernal,NEA
Ron holds a B.S. in electrical engineering from DeVry Institute of Technology.,Ron Bernal,NEA
Data Domain Investment ,Ron Bernal,NEA
Nicira Investment,Ron Bernal,NEA
Growth Networks Founded while Ron is an EIR at NEA,Ron Bernal,NEA
LifeSize Investment,Ron Bernal,NEA
"Carmen Chang joined NEA in 2012 and serves as Chairman and Head, Asia. In this role, she is focused on building NEA's global organization and portfolio in China and other emerging markets in Asia. Prior to joining NEA, Carmen was a partner at a major Silicon Valley law firm, where she specialized in corporate and securities law and led that firm's China practice. She has been involved with many of the seminal technology transactions and companies in China, including the first foreign investments in China Netcom; companies such as Lenovo, Foxconn, Google, Tencent, Netease, CEC, China Mobile and others; the IPOs of SMIC, Spreadtrum, and others; and numerous acquisitions and mergers.",Carmen Chang,NEA
"In addition to her role with NEA, Ms. Chang is an affiliate of the Center for International Security and Cooperation at Stanford University and a fellow for the Rock Center for Corporate Governance, a joint initiative of Stanford Law School and the Stanford Graduate School of Business. She also serves on the board of directors of AAC Technologies Holdings, Inc., one of the world’s foremost vertically integrated manufacturers of miniature components, Tuya Technology, Alien Technology Inc.,  Availink, Semiconductor Manufacturing International Corporation (SMIC), the largest and the most advanced semiconductor foundry in mainland China, Drive.ai, a leading autonomous vehicle company, Woebot, a unique artificial intelligence based digital mental health company, Moqi, Sengled, Simple Psychology, and STX Entertainment, a fully integrated global media company.",Carmen Chang,NEA
"Carmen holds a M.A. degree in Modern Chinese History from Stanford University, and a JD from Stanford Law School.",Carmen Chang,NEA
"Carol Gallagher joined NEA in October, 2014. She is primarily focused on making biopharma investments. Carol is a proven entrepreneur, operator and more recently investor with nearly 30 years of experience in commercial, drug development and business development roles. Prior to joining NEA she was a Venture Partner with Frazier Healthcare and she served as an independent director on multiple Boards. From 2008-2011, Carol was president and CEO of Calistoga Pharmaceuticals which developed the first-in-class therapeutic now marketed by Gilead as ZYDELIG.  ","Carol Gallagher, Pharm.D.",NEA
"She currently serves as Chairman of the Board at Millendo Therapeutics, lead director at Atara Bio, and as a director at Metacrine, PIONYR Immunotherapeutics, Cleave Biosciences, and AnaptysBio.","Carol Gallagher, Pharm.D.",NEA
"Dayna Grayson is an engineer, product designer, and investor in applications that improve worker productivity, focused primarily on IOT, analytics, manufacturing tech, security, and consumer products.",Dayna Grayson,NEA
"She led the firm’s early investments in and serves on the boards of DesktopMetal, Onshape, Framebridge, and Pocket (acquired by Mozilla), among others. Dayna is interested in how design accelerates adoption of new products and in 2013, she founded NEA’s Design Studio, the firm’s initiative in backing entrepreneurs with a design background. Prior to joining NEA, Dayna was an investor at North Bridge Venture Partners where she championed companies including Camiant (acquired by Tekelec) and Tapjoy.",Dayna Grayson,NEA
"As an entrepreneur and engineer, Dayna started her career at Eye Response Technologies, a startup spun out of the University of Virginia that commercialized eye gaze tracking technology and was later acquired by Dynavox Mayer-Johnson.",Dayna Grayson,NEA
"As an operator and product designer, Dayna led product design of financial accounting products at Blackbaud (BLKB), the leading global provider of software to nonprofit organizations. While Dayna was there, the company completed a successful public offering and is a standalone public company today.",Dayna Grayson,NEA
Dayna serves as a Harvard Business School Venture Capital Partner and on the investment committee of the University of Virginia’s Seed Fund. Dayna has a BS from the University of Virginia in Systems Engineering and an MBA from Harvard Business School.,Dayna Grayson,NEA
First startup,Dayna Grayson,NEA
Blackbaud goes public,Dayna Grayson,NEA
Joined NEA,Dayna Grayson,NEA
"Aaron Jacobson joined NEA in 2011 and is a Partner focused on investing in entrepreneurs seeking to build, scale and secure the next-generation of SaaS applications, big data platforms, and cloud infrastructure. He serves on the board of Tigera and illusive networks, and is an observer at NGINX, Streamsets, Move Guides, Mimosa Networks, Juvo, and Built Robotics. He has also worked closely with many other NEA portfolio companies including Box (NYSE:Box), Databricks, MapR, UnifyID, Bloom Energy, and Coursera.  In 2016 he was named to Forbes Magazine’s “30 under 30” in Venture Capital and the Silicon Valley Business Journal’s ""40 Under 40”.",Aaron Jacobson,NEA
"Prior to joining NEA, Aaron spent two years at Qatalyst Partners in San Francisco. At Qatalyst, Aaron worked as an Analyst engaged in various M&A transactions, which included the sale of PopCap Games to Electronic Arts, the sale of Riot Games to Tencent, the strategic investment in Go Daddy from KKR / Silver Lake / TCV, the sale of Palm to HP, and Conexant's sale to Golden Gate Capital, among others.",Aaron Jacobson,NEA
"Aaron graduated Summa Cum Laude from the Jerome Fisher Program in Management and Technology at the University of Pennsylvania, where he earned dual Bachelor of Science degrees in Economics and Electrical Engineering, and carried a minor in Math.",Aaron Jacobson,NEA
"Patrick joined NEA in 2006 as General Partner focusing on technology investments, particularly Software-as-a-Service, digital media, mobile technology and Internet companies. He is a director of BedRocket Media, BuzzFeed, GumGum, Spring Mobile Solutions, TrackMaven, TravelBank, and Videology; previous board positions include ChannelAdvisor (NYSE: ECOM), and Millennial Media (NYSE: MM, acquired by AOL/Verizon). Prior to joining NEA, Patrick was General Partner of Grotech Capital Group, investing in high-tech companies and serving on the boards of Advertising.com, CDnow, Fieldglass Software, SALIX Technologies and Synchrologic. Previously, Patrick spent 10 years at Alex. Brown & Sons as an investment banker for technology companies. He was a consultant with McKinsey & Co. and served as an officer in the U.S. Navy on the staff of Admiral H.G. Rickover at the Headquarters of the Navy’s Nuclear Propulsion Program. Patrick is Chairman Emeritus of the Mid-Atlantic Venture Association. He received an MBA, with Distinction, from Harvard Business School and a BS degree from Villanova University.",Patrick Kerins,NEA
"Hilarie joined NEA in 2017 as a Venture Partner on the tech team, where she focuses on enterprise software and services.",Hilarie Koplow-McAdams,NEA
"An enterprise software veteran, Hilarie spent the last three decades at growth-stage technology companies in operating and board roles. Most recently, Hilarie was President at New Relic, responsible for New Relic’s growth strategies as well as leading global sales, marketing, customer success, support, and business development. Prior to New Relic, Hilarie was at Salesforce, where she was named President and led the company’s worldwide sales teams and focused on growing the business globally. Hilarie joined Salesforce from Intuit where she was vice president of direct sales for small business and a member of the executive committee.",Hilarie Koplow-McAdams,NEA
"Hilarie started her career at Oracle Corporation where she held a variety of roles over the course of 18 years, including senior vice president of Oracle Direct where she drove the company’s rapid growth in both the technology and applications markets.",Hilarie Koplow-McAdams,NEA
"Hilarie currently serves on the board of directors of BloomReach, Duo Security, Tableau Corporation and Zendesk Corporation.  She is the Vice Chair of the Pancreatic Cancer Action Network and serves on the advisory council of the University of Chicago’s Harris School of Public Policy.   She previously served on the board of directors for Informatica Corporation.",Hilarie Koplow-McAdams,NEA
Hilarie has a master’s degree in Public Policy from the University of Chicago and a bachelor’s degree from Mills College. She lives in the San Francisco Bay Area with her husband Steve and their two daughters. ,Hilarie Koplow-McAdams,NEA
"Justin joined NEA in 2006 and is a Partner on the healthcare team. He focuses on medical device, healthcare technology, and biopharmaceutical company investments.He serves as a director of Advanced Cardiac Therapeutics, Cartiva, ChromaCode, FIRE1, Intact Vascular, Personal Genome Diagnostics, PhaseBio Pharmaceuticals, Relievant Medsystems, Senseonics (NYSE: SENS), VertiFlex, Vesper Medical, and VytronUS. Justin’s past board memberships and investments include CV Ingenuity (acquired by Covidien), Nevro (NYSE: NVRO), Topera (acquired by Abbott), TriVascular (NASDAQ: TRIV), and Ulthera (acquired by Merz). He is also a member of the advisory boards for the National Venture Capital Association’s Medical Industry Group and its Medical Innovation and Competitiveness Coalition (MedIC), as well as a member of AdvaMed's Business Development Committee.","Justin Klein, MD, JD",NEA
"Prior to NEA, Justin worked for the Duke University Health System—reporting directly to the hospital CEO on health system strategy, finance and clinical service unit operations—as Duke built one of the nation's first and largest healthcare integrated delivery systems. Justin concurrently earned his MD from the Duke University School of Medicine and his JD from Harvard Law School. He has also served as a member of the Board of Trustees of Duke University, where he earned his AB in Economics and his BS in Biological Anthropology and Anatomy.","Justin Klein, MD, JD",NEA
"Vanessa Larco joined NEA as a Partner in 2016 and focuses on enterprise and consumer investing. Prior to joining NEA, she was the Director of Product Management for web and mobile apps at Box (NYSE: BOX) where she worked on building the next generation of productivity apps. Her passion for design and analytics stems from her experience in the gaming industry, which includes leading the Speech Recognition Experience team at Xbox Kinect, and building and running a top grossing gaming studio at Disney Social.",Vanessa Larco,NEA
Vanessa also has first-hand entrepreneurial experience—she started a mobile gaming company for kids in 2012. Running her own start-up sparked her interest in helping other founders bring their products to life.,Vanessa Larco,NEA
Vanessa holds a BS in Computer Science from the Georgia Institute of Technology.,Vanessa Larco,NEA
"Ed Mathers joined NEA as a Partner in August 2008 and is focused on biotechnology and specialty pharmaceuticals investments. He is a director of Liquidia Technologies, Ra Pharmaceuticals NASDAQ:RARX – Chairman), Rhythm Pharmaceuticals, Envisia Therapeutics, Synlogic,(NASDAQ:SYBX), Lumos Pharma, Amplyx Pharmaceuticals, Senti Biosciences, Inozyme, Reneo Pharma, Akouos, Trevi Therapeutics,and ObsEva (NASDAQ:OBSV).",Ed Mathers,NEA
"Previously he was a board member of Lumena (sold to Shire),  Ziarco (sold to Novartis), Motus Therapeutics (sold to Allergan), Plexxikon (sold to Daiichi Sankyo), Intarcia, Satori Pharmaceuticals, Southeast Bio, MedImmune, LLC, and the Biotechnology Industry Organization (BIO).",Ed Mathers,NEA
"Prior to joining NEA, Ed most recently served as Executive Vice President, Corporate Development and Venture, at MedImmune, Inc. In this role, he was a member of the leadership team that executed the sale of the company to AstraZeneca for $15.6 billion in 2007. While at MedImmune, Ed was responsible for the company’s corporate and business development activities and led the company’s venture capital subsidiary, MedImmune Ventures, Inc. Before joining MedImmune in 2002, he was Vice President, Marketing and Corporate Licensing and Acquisitions at Inhale Therapeutic Systems. Ed spent 15 years at Glaxo Wellcome, Inc. (GlaxoSmithKline), where he held sales and marketing positions of increasing responsibility. He earned his bachelor's degree in chemistry from North Carolina State University.",Ed Mathers,NEA
"Amit joined NEA in 2012, where he is currently a Partner focused on consumer technology investments. He is a Board Observer for Casper, MasterClass, Brandless, and The Players’ Tribune, and was previously a Board Observer for Jet.com (acquired by Wal-Mart). Amit has led a number of seed stage investments for NEA, including Aquabyte, Cake, Holloway, Yumi and PumpUp. As an Associate and Principal, Amit conducted diligence or assisted on more than two dozen companies on behalf of NEA, including Duolingo, Robinhood, Coursera, Snap, Uber, Appian, OnShape, Banjo, Moda Operandi, Care.com and Bridge International Academies. Amit was named to the 2016 Forbes 30 Under 30 in Venture Capital.",Amit Mukherjee,NEA
"Having been born at Stanford Hospital and growing up in Mountain View, Amit has a deep appreciation for Silicon Valley’s impact—from the products produced by the ecosystem, to the lives of the individuals that move to the area for opportunities. Amit credits his consumer product DNA to his childhood obsessions with Napster and AOL Instant Messenger. He sees the VC / entrepreneur relationship as a melding of science and art– the entrepreneur has created something novel and special, and the VC helps apply tried and true best practices to maximize the chances of success.",Amit Mukherjee,NEA
"Prior to joining NEA, Amit was a member of J.P. Morgan’s Internet & Digital Media investment banking team. While at J.P. Morgan, Amit performed in-depth valuation analysis, due diligence, and industry analysis for over $37 billion worth of transactions including TripAdvisor’s spin-off from Expedia, Netflix’s common stock and convertible notes financing, and the IPOs of Facebook and Zynga. Amit earned his AB in Economics (Magna Cum Laude) from Princeton University.",Amit Mukherjee,NEA
"Born in Silicon Valley, CA at Stanford Hospital",Amit Mukherjee,NEA
"Ben Narasin is Venture Partner at NEA. A prolific entrepreneur and highly regarded early-stage investor with three decades of company-building expertise, Narasin has focused on emerging technologies and new markets throughout his investment career. With a portfolio comprising key early successes in some of today’s fastest growing sectors, such as fintech, digital marketplaces, mobile and connected devices. His overarching focus in seeking new investments is, in his words, “to find founders who make me say wow.”",Ben Narasin,NEA
"Narasin is a 25-year entrepreneur and 10-year early-stage investor. His knack for spotting emerging trends led him to make seed investments in companies like Dropcam, Lending Club, TellApart, Kabbage and Zenefits. Before NEA, Narasin most recently served as a General Partner at Canvas Ventures, and was previously with TriplePoint Capital, where he oversaw the firm’s seed funding investment activities.",Ben Narasin,NEA
"Like many of NEA’s partners, Narasin’s path to investing is rooted in entrepreneurship. He founded several consumer companies before launching his investing career, including Fashionmall.com, one of the first e-commerce companies, which he founded in 1993 and led to a successful IPO in 1999. Narasin frequently writes and speaks about technology and investing, as well as food and wine, a lifelong passion. He holds a B.A. in Entrepreneurial Studies from Babson College.",Ben Narasin,NEA
"Sara joined NEA's healthcare team in 2009 and focuses on investments in biopharmaceutical companies. She serves on the boards of Mersana (MRSN), Cydan, Imara, and Complexa, and as a board observer for Clementia (CMTA), Nightstar (NITE), and Millendo. She previously served on the board of Vtesse (acquired by Sucampo) and as a board observer for Tesaro (TSRO), Ziarco (acquired by Novartis), Loxo Oncology (LOXO), Omthera (acquired by AstraZeneca), Epizyme (EPZM), and Zyngenia.  She has also been involved in NEA’s investments in Prosensa (acquired by BioMarin), Proteostasis (PTI), 3-V Biosciences, XTuit, and Edimer. She also serves on the board of BioHealth Innovation Management. She has been selected three times as one of GrowthCap’s Top 40 Under 40 Growth Investors. Prior to joining NEA, Sara was an Associate with Merrill Lynch’s Global Healthcare Group, where she advised biotechnology, pharmaceutical and medical device companies on numerous mergers, acquisitions and financing transactions. Previously, she worked as an Investment Banking Analyst at Morgan Stanley. She has conducted basic science research in mammalian cardiac development and clinical research in age-related macular degeneration. Sara concurrently earned her MD (cum laude) and MBA from Yale University, where she was a Yale MBA Scholar. She received her AB (magna cum laude) in Biology from Harvard University. ","Sara Nayeem, MD",NEA
"Jake joined NEA in 2006 as a Partner.  He focuses on later-stage specialty pharmaceuticals, biotechnology and medical device investments and manages a number of NEA's public investments in healthcare.  Jake is a Director of Dermira (Nasdaq: DERM), Hyperion Therapeutics (Nasdaq: HPTX), Trevena, Inc. (Nasdaq: TRVN), and TriVascular (Nasdaq:TRIV).  He previously was a Director of Aciex Therapeutics (sold to Nicox SA) and Transcept Pharmaceuticals (merged with Paratek Pharmaceuticals).  Jake worked at MPM Capital as a Partner with the MPM BioEquities Fund, where he specialized in public, PIPE and mezzanine-stage life sciences investing. Previously, he was a healthcare research analyst and portfolio manager at Franklin Templeton Investments. Jake was also an investment banker with Alex. Brown & Sons. He received an MBA from the Stanford Graduate School of Business and an AB in Economics from Dartmouth College. Jake holds the Chartered Financial Analyst designation, and is a member of the CFA Society of San Francisco.",Jake Nunn,NEA
