text,name,firm
"Laura received her degree in molecular biology with honors from Princeton University, where she was elected to membership in Phi Beta Kappa. At Princeton she ran track and cross country and was a member of the geographically-challenged surf club.",laura melahn,Google Ventures
"Dave is a general partner at GV. His background is in building and leading enterprise software sales and operations teams for highly-technical products, under pressure in rapidly-changing markets.",dave munichiello,Google Ventures
"Dave joins GV from the executive leadership team of Kiva Systems, where he helped grow the enterprise-enabling robotics company to $100 million in annual revenue before it was purchased by Amazon for $775 million. Dave’s four years at Kiva were spent launching, leading, and growing enterprise sales, account management, pre-sales, professional services, and support organizations. He established a reputation for consistently recruiting top talent and leading high-performing teams. Dave played a key role at Kiva through its first year of integration with Amazon, as his organizations refocused to maximize the impact of Kiva’s continually-learning system on Amazon’s business for years to come.",dave munichiello,Google Ventures
"Dave’s career prior to Kiva included management consulting for The Boston Consulting Group and leading teams as a Captain in the U.S. military’s most elite units. His military leadership roles ranged from running a high-tech organization in Europe; to serving as an Aide de Camp to the Four Star General responsible for U.S. forces in Europe, Africa, and Afghanistan; to deploying with elite special operations teams worldwide, ensuring they were enabled by the world’s most advanced technologies.",dave munichiello,Google Ventures
Dave holds an MBA from Harvard Business School and a B.S. from Emory University in math and computer science.,dave munichiello,Google Ventures
"Lo joined GV from Comcast Ventures, where he focused on the Catalyst Fund, a group of investments in early stage technology startups led by entrepreneurs of color. He specializes in consumer technology investments, with an emphasis on mobile messaging, marketplaces, and e-commerce.",lo toney,Google Ventures
"Lo has held executive roles at both startups and global consumer brands. He was the general manager of Zynga Poker, the gaming company’s largest franchise, and held operating positions at Nike.com and eBay.",lo toney,Google Ventures
"Lo received his MBA from the Haas School of Business (University of California at Berkeley), where he completed the Management of Technology program, a joint curriculum program with the College of Engineering. He received his B.S. from Hampton University in Virginia.",lo toney,Google Ventures
"Andy is a general partner at GV. Drawing on his background as an engineer and founder, Andy helps companies bring early-stage technologies from concept to commercial launch. As an investor, he has backed several industry-first breakthroughs in manufacturing, agriculture, robotics, logistics, and food. Andy’s investments include Carbon, Farmer’s Business Network, Abundant Robotics, and Orbital Insight.",andy wheeler,Google Ventures
"Andy co-founded Ember Corporation and delivered multiple industry firsts, including shipping the first ZigBee system-on-chip which is used in millions of smart meters around the world today. He went on to serve as the chief technology officer at Tendril Networks and Adura. ",andy wheeler,Google Ventures
Andy got his start in wireless and embedded technologies at the MIT Media Lab deploying large-scale sensor networks under a DARPA grant. He began his career at Zipcar where he developed the embedded wireless technology that powers the car-sharing service. Andy was selected for the Technology Review 100 Top Innovators Under 35 award in 2003 and has multiple patents in wireless networking and energy management. Andy received a Bachelor of Science and Master of Engineering in electrical engineering and computer science from MIT.,andy wheeler,Google Ventures
"Dr. Krishna Yeshwant is a physician, programmer, and entrepreneur who has been working with GV since its inception. He first joined Google as part of the New Business Development team.",krishna yeshwant,Google Ventures
"Prior to Google, Krishna helped start an electronic data interchange company that was acquired by Hewlett-Packard and a network security company that was acquired by Symantec. ",krishna yeshwant,Google Ventures
"Krishna has a B.S. in computer science from Stanford University. He also earned an M.D. from Harvard Medical School, an MBA from Harvard Business School, and completed his residency at Brigham and Women’s Hospital in Boston, Massachusetts where he continues to practice.",krishna yeshwant,Google Ventures
"Vineeta is a physician-scientist who is passionate about the intersection of data science and health care. As a director of product management at Flatiron Health, she has led development of national-scale databases that integrate clinical and genomic data for drug development and research in oncology.",vineeta agarwala,Google Ventures
"Previously, Vineeta studied the genetic basis of common disease at the Broad Institute of Harvard & MIT. She has also been a computational researcher at Cold Spring Harbor Laboratory and Lawrence Livermore National Laboratory, an early data scientist at Boston-based health tech startup Kyruus, and a management consultant for biotech, pharmaceutical, and medical device clients at McKinsey & Company in New York.",vineeta agarwala,Google Ventures
Vineeta has a B.S. in biophysics from Stanford University. She also earned M.D. and Ph.D. degrees from Harvard Medical School and MIT. She is currently a medical resident at Stanford.,vineeta agarwala,Google Ventures
"Blake is an engineer, scientist, and entrepreneur who has been working with GV since 2010. As an investor, Blake partners with founders on life-science and digital companies — from drug development and healthcare delivery to financial services and information security. Blake’s life-science investments include Denali, Grail, and ARMO BioSciences, and his digital investments include Gusto (formerly ZenPayroll), Robinhood, Ionic Security, and LendUp. ",blake byers,Google Ventures
"Prior to GV, Blake helped start two companies, led research projects on biomedical engineering and stem cells at Stanford, and was an angel investor. ",blake byers,Google Ventures
Blake received a Ph.D. and master’s in bioengineering from Stanford University and holds Bachelor of Science degrees in biomedical engineering and economics from Duke University.,blake byers,Google Ventures
"Scott Davis holds degrees in physics, mechanical and biomedical engineering, and brings broad technical expertise to the team as well as hands-on startup experience.",scott davis,Google Ventures
"Scott is a professor of engineering at Dartmouth College developing new optically-based cancer imaging techniques and contributes to the GV team on a part-time basis. Prior to his doctoral work in medical imaging, he was a key contributor to the success of Burlee.com, a leading Web hosting company acquired by Interland, Inc., now Web.com.",scott davis,Google Ventures
"Scott received a B.A. with honors in physics from Middlebury College, an M.S. in mechanical and aerospace engineering from the University of Virginia, and a Ph.D. in biomedical engineering from Dartmouth College.",scott davis,Google Ventures
"Anthony Philippakis is a physician, geneticist, and data scientist. He is currently a cardiologist at Brigham and Women’s Hospital, a venture partner at GV, and the chief data officer at Broad Institute of Harvard and MIT.  ",anthony philippakis,Google Ventures
"Anthony studied mathematics as an undergraduate at Yale University, followed by a master’s in mathematics at Cambridge University. He completed an M.D. at Harvard Medical School and a Ph.D. in biophysics at Harvard, working to develop computational methods for understanding transcriptional regulation. He completed his medical residency and cardiology fellowship at Brigham and Women’s Hospital.",anthony philippakis,Google Ventures
"Anthony is committed to bringing genome sequencing and data science into the practice of clinical medicine. As a clinician, he specializes in the care of patients with rare genetic cardiovascular diseases. He co-chairs the Scientific Advisory Board of Global Genes, is a strategic adviser to the American Heart Association, and sits on the Clinical Working Group of the Global Alliance for Genomics and Health.",anthony philippakis,Google Ventures
Ben is a medical resident in psychiatry at Massachusetts General Hospital and McLean Hospital. He co-founded a company to improve drug adherence at a community health center in Boston and a non-profit to operate a school for AIDS orphans in Tanzania.,ben robbins,Google Ventures
"Ben received his M.D. from Harvard Medical School, MBA from Harvard Business School, and B.A. with honors from Dartmouth College. He has been recognized multiple times for his social impact work, including the Harvard Medical School Dean’s community service award, Harvard Medical School Agents of Change seed grant, Harvard Medical School Master Scholar scholarship, and Harvard Business School Social Enterprise fellowship.",ben robbins,Google Ventures
"Dr. Krishna Yeshwant is a physician, programmer, and entrepreneur who has been working with GV since its inception. He first joined Google as part of the New Business Development team.",krishna yeshwant,Google Ventures
"Prior to Google, Krishna helped start an electronic data interchange company that was acquired by Hewlett-Packard and a network security company that was acquired by Symantec. ",krishna yeshwant,Google Ventures
"Krishna has a B.S. in computer science from Stanford University. He also earned an M.D. from Harvard Medical School, an MBA from Harvard Business School, and completed his residency at Brigham and Women’s Hospital in Boston, Massachusetts where he continues to practice.",krishna yeshwant,Google Ventures
"Kate is a leader with experience running design teams at enterprise scale and at startups alike. She brings a wealth of management, design, and product experience to our portfolio companies.",kate aronowitz,Google Ventures
"Kate has built design teams at eBay, LinkedIn, Facebook, and Wealthfront. She joined the first user experience team at eBay before taking her experience to LinkedIn where she started their user research team. As Facebook’s first design executive, Kate grew the organization from 20 to 200, establishing multidisciplinary design teams in front end engineering, user research, content strategy, and communication design. Kate joined Wealthfront in 2015 as their first vice president of design. She was integral in driving product strategy and defining their product development process. ",kate aronowitz,Google Ventures
"Kate holds a Bachelor of Arts in graphic design from the Savannah College of Art and Design. She was named to Fast Company’s list of the Most Influential Designers and to Ad Age’s Most Creative People. She has also served as a juror for the National Design Awards. In her spare time, Kate coaches executive teams, teaching them to better leverage design and train upcoming design leaders.",kate aronowitz,Google Ventures
"Kristen joined GV from the Google sales and marketing teams, where she partnered with executives to optimize operations and develop organizational culture. ",kristen brillantes,Google Ventures
"Prior to Google, Kristen was flipping foreclosures and served as executive director of an award-winning, nonprofit dance company. ",kristen brillantes,Google Ventures
Kristen graduated from UC Berkeley with a B.A. in public health and a minor in education.,kristen brillantes,Google Ventures
"Vanessa is a product design leader who builds products for consumer and enterprise customers across the globe. She has started and grown design teams in industries ranging from cloud and productivity software, to e-commerce, to hardware.",vanessa cho,Google Ventures
"Prior to joining GV, Vanessa led a team of 180 at Google as head of UX for GSuite. She delivered communication and collaboration experiences for products like Gmail, Hangouts, Calendar, and Drive. Previously, Vanessa was head of UX at GoPro and Walmart Labs where she scaled their product design and research teams.",vanessa cho,Google Ventures
Vanessa is an advocate of listening to customers early and often throughout product development. She enthusiastically promotes diversity of thought and experiences in teams to foster creative environments.,vanessa cho,Google Ventures
Vanessa was born and raised in Austria to Korean parents before she moved to the United States. She attended Brown University and the Rhode Island School of Design.,vanessa cho,Google Ventures
"Since 1990, Michael has helped companies design products based on new insights about their customers. After stints at The Learning Company, Electronic Arts, and America Online, Michael consulted with a wide variety of companies, such as Alcoa, DuPont, Ericsson, Incyte, Palm, Maytag, Unilever, and Sun Microsystems.",michael margolis,Google Ventures
"After the dot-com bust, Michael joined Walmart.com, where he spearheaded user research that helped design and grow many new online and cross-channel businesses. In 2006, Michael started at Google as a staff user experience researcher, where he conducted research for Gmail and Google Talk, led the UX research team for Google Apps, and managed the user experience team in Google’s Seattle and Kirkland offices. In 2010, he was called up to the GV Design Studio.",michael margolis,Google Ventures
"Michael earned his bachelor’s and master’s degrees in anthropology from Stanford University. After many years in the San Francisco Bay Area, Michael is living happily ever after in the Seattle area.",michael margolis,Google Ventures
Graham Spencer is a managing partner at GV. ,graham spencer,Google Ventures
"He was an engineering director at Google following the 2006 acquisition of JotSpot, which he co-founded with Joe Kraus. Graham was one of the original six founders of Excite.com and was the chief technology officer of the company until its sale to @Home.",graham spencer,Google Ventures
"In 1999, Graham left Excite@Home to co-found DigitalConsumer.org, a 50,000-member non-profit consumer organization dedicated to protecting fair-use rights for digital media. Graham is also on the board of the Santa Fe Institute.",graham spencer,Google Ventures
"Reuben Joined GV in 2011 as an engineering partner. His career began over 20 years ago at a startup called The McKinley Group, where he contributed to making one of the first Internet search engines known as Magellan. From there he went on to Excite.com, holding multiple engineering positions in the 6 years he spent with the company.",reuben antman,Google Ventures
"Most recently, Reuben spent a year at YouTube working on a major redesign of the video management and playlist curation experiences.",reuben antman,Google Ventures
"Prior to joining Google, Reuben was the first employee at JotSpot which was acquired by Google in 2006.",reuben antman,Google Ventures
Reuben received a B.A. from U.C. Berkeley.,reuben antman,Google Ventures
"Choongsoon is a statistician at GV. Previously he worked on the quantitative marketing team at Google, focused on advertising products. He worked on some of the toughest data and analysis problems across machine learning, classification, prediction, and the design of experiments.",choongsoon bae,Google Ventures
"Before joining Google in 2009, Choongsoon conducted research in statistical theory, methodology, and applications in machine learning. His research topics included classification and regression problems in large and high-dimensional data, and he focused on the investigation of theoretical and empirical properties of the Random Forests algorithm.",choongsoon bae,Google Ventures
"Choongsoon received his Ph.D. in statistics with designated emphasis in communication, computation, and statistics from U.C. Berkeley, and his Bachelor of Science in statistics from Seoul National University, Korea. He was awarded the Erich Lehmann citation for his outstanding Ph.D. dissertation.",choongsoon bae,Google Ventures
"Adam is a general partner at GV, where he specializes in machine learning and data technology.",adam ghobarah,Google Ventures
"Prior to joining GV in 2012, Adam was a director at Google. He led a world-class team of statisticians who built models for predicting advertiser behavior and developed systems for automating machine-learning model training. Prior to joining Google, Adam worked at Mathsoft, which developed mathematical software for mechanical and civil engineers.",adam ghobarah,Google Ventures
"Adam received his doctorate in statistics from the University of Texas at Austin. He was a postdoctoral fellow at Harvard University, where he focused on the application of statistics to public health and authored several highly cited papers.",adam ghobarah,Google Ventures
"Barkha joined GV from the Google finance team, where she tackled hard data problems and was the chief of staff for the team overseeing Google’s financial systems strategy.",barkha gvalani,Google Ventures
"Prior to Google, Barkha worked at Tata Consultancy Services, where she specialized in the leasing business and consulted for GE Commercial Finance.",barkha gvalani,Google Ventures
"Barkha graduated from Mumbai University with a Bachelor of Engineering in computer science. In her free time, she loves to play strategy board games.",barkha gvalani,Google Ventures
"Erik is a partner and engineer at GV. He is part of the enterprise investing team and manages GV’s operations in New York City. Erik has over a decade of technical experience with expertise in building top-notch engineering teams and scaling massive systems. He has interests in developer tools, cloud infrastructure, and machine learning.",erik nordlander,Google Ventures
"Prior to joining GV in 2010, Erik led the development of Google’s next generation display ad serving system. He helped with the acquisition and technical integration of DoubleClick (DCLK) and led a team that built statistical and machine learning models for Google’s ad businesses. Erik was also a developer on Google’s core infrastructure, creating a distributed file system that Google.com and Gmail rely on today.",erik nordlander,Google Ventures
Erik studied computer science and engineering at MIT. He completed his graduate research at the Computer Science and Artificial Intelligence Laboratory where he focused on unique data extraction and disk forensics.,erik nordlander,Google Ventures
Erik is an avid runner and an expert in television game show theory.,erik nordlander,Google Ventures
"Ken is a partner at GV where he leads investing operations and provides product and engineering support to startups. Prior to joining GV, Ken was a group product manager at Google. In his years as a PM at Google, Ken led product initiatives for Docs, Calendar, and Google Mobile Maps.",ken norton,Google Ventures
"Ken joined Google in 2006 with the acquisition of JotSpot, where he was vice president of products. Before JotSpot, Ken led product management at Yahoo Search. Back in the day when he was a software engineer, he was one of the first 50 employees of CNET and the founding CTO of Snap (which became NBC Internet).",ken norton,Google Ventures
Ken has written extensively about the craft of product management. His classic essay “How to Hire a Product Manager” became the playbook for a generation of PMs. He’s also the reason donuts and product management have become synonymous. He earned his bachelor’s from Boston University and master’s from Rensselaer Polytechnic Institute.,ken norton,Google Ventures
"Jon is an engineering partner at GV. Prior to joining Ventures, he worked on the Google Chrome app and extension platform and Google Calendar. Previously, he led the infrastructure team at a New York City startup, where he designed and built reputation, security, storage, messaging, and monitoring systems.",jon stritar,Google Ventures
"Jon studied computer science and electrical engineering at the Massachusetts Institute of Technology. When he was a freshman at MIT, Jon created Forecastfox, a weather extension for Firefox and Chrome, which has been downloaded over 20 million times.",jon stritar,Google Ventures
"Bethany joined GV from Paris, where she led strategy projects for Google’s European partnerships.",bethany tsui,Google Ventures
"Prior to Paris, she spent two years in business strategy for Google’s global advertising operations. Bethany was originally part of the Wildfire team, which was acquired by Google in 2012.",bethany tsui,Google Ventures
Bethany graduated from Stanford University with a Bachelor of Arts in international relations and a minor in French.  ,bethany tsui,Google Ventures
Bethany is a former classical pianist and was in the 2007 Master Class Select of the California Music Teacher’s Association. She was selected to perform in the Junior Bach Festivals of 2003 and 2004 and has won several gold medals from the U.S. Open Music Competition.,bethany tsui,Google Ventures
"Jeremy joined the GV engineering team in 2014, based in New York City. He has expertise in big-data pipelines, machine learning, and implementing engineering best practices.",jeremy whelchel,Google Ventures
"Jeremy was an ads engineer at Google for over seven years. He used machine-learning systems to predict click through rates on Google shopping, analyzed ad auctions to provide advertisers with insights, and built Google’s high-volume display ad serving system. Most recently, he led the storage team for Google’s big-data analysis platform.",jeremy whelchel,Google Ventures
"Jeremy graduated from the University of Cincinnati with a B.S. in computer science and a B.A. in philosophy. In his free time, Jeremy enjoys flying airplanes and swimming in the waters around Manhattan.",jeremy whelchel,Google Ventures
Yuan is a statistician and data scientist at GV.,yuan yuan,Google Ventures
"Prior to joining GV, Yuan worked on the quantitative marketing team at Google from 2009 to 2013, and on the data science team at Dropbox from 2013 to 2015. He worked on a variety of data analysis projects, spanning sales, marketing, security, and multiple product and operational areas. Yuan focuses on statistical modeling, variable selection, machine learning, and data visualization.",yuan yuan,Google Ventures
"Yuan received his Ph.D. in statistics from Harvard University, and his master’s and bachelor’s of Engineering from Tsinghua University in Beijing, China. His research area was computational biology.",yuan yuan,Google Ventures
"Tom is a statistician and data scientist at GV. Along with his quantitative skills, he brings expertise in big data analysis with web-scale data.",tom zhang,Google Ventures
"Prior to joining GV, Tom worked at Google for over nine years. He spent the first six years in Ads Quality, analyzing and modeling various aspects of Google’s advertising business, including ads quality evaluation and prediction, user experience, and experiment framework. He spent the next three years working with Hal Varian on the Economics team, conducting research on a wide range of data problems.",tom zhang,Google Ventures
"Tom received his Bachelor of Science in mathematics from Peking University, China and his Ph.D. in statistics from Stanford University. While in school, he interned at Xerox PARC and Sun Labs doing research on document image decoding and experimental design in high-dimensional space.",tom zhang,Google Ventures
"Lem graduated with a B.S. in electrical engineering from Santa Clara University. Combining that background with his passion for people, Lem pursued a career in staffing in the tech and startup domain. Over the last seven years, he has been responsible for building up technology teams at companies including PayPal, Netflix, Ning, and Google. His mix of startup and corporate experience has given him the tools to build high performance teams in a variety of environments.",lem diaz,Google Ventures
"When Lem is away from the demands of the office, you will most likely find him enjoying the outdoors, playing poker, or having fun with his Little Brother from the Big Brother/Big Sister organization.",lem diaz,Google Ventures
Maximos is a talent partner at GV who specializes in sourcing. He has six years of experience building teams in industries ranging from nonprofit education to entertainment.,maximos lih,Google Ventures
"Before joining GV, Maximos directed HR and Operations at Miso, focused on lead generation for hiring. Previously, on the technical sourcing team at Google, he developed an analytical approach to talent discovery for niche requisitions, such as test developers, site reliability engineers, and fiber architects.",maximos lih,Google Ventures
"Maximos received degrees in neurobiology and classics from the University of California, Berkeley. He lives in the East Bay, where he is actively engaged in Oakland’s local food movement.",maximos lih,Google Ventures
Graham leads video production for GV and has been with the fund since 2012. He focuses on producing video content for portfolio companies.,graham hancock,Google Ventures
"Graham is a filmmaker and video producer with over a decade of production and storytelling experience. Prior to joining GV, Graham produced Kevin Rose’s “Foundation” interview series. He began his career as an editor for Discovery Digital Networks (Formerly Revision3) where he led post-production for several weekly web-series and podcasts. As a freelance video producer, Graham has also made videos for Salesforce, AOL, Seagate, Pandora, and Sony.",graham hancock,Google Ventures
Graham received his bachelor’s degree in communications and broadcasting from Mississippi State University and lives in San Francisco.,graham hancock,Google Ventures
Mandy is a communications partner at GV and has been with the fund since 2012. She works closely with portfolio companies on PR strategy and initiatives. ,mandy kakavas,Google Ventures
"Mandy has been working in technology communications for over a decade. Prior to GV, Mandy held roles as a Senior Account Executive at both the OutCast Agency and Horn Group, where she advised global brands and startups including Salesforce, Intuit, Khosla Ventures, Zynga, Cisco WebEx, and Riverbed Technology. She began her communications career with Fleishman-Hillard’s technology practice. Previously, Mandy worked in editorial at Glam.com and in movie publicity at Terry Hines & Associates, supporting Lionsgate Films and New Line Cinema.",mandy kakavas,Google Ventures
"Mandy received her bachelor’s degree in mass communications from the University of California, Berkeley. Mandy also volunteers with BuiltByGirls’ WAVE program, mentoring young women pursuing careers in technology.",mandy kakavas,Google Ventures
Jodi leads communications for the GV team and advises portfolio companies on their public relations strategies.,jodi olson,Google Ventures
"Prior to joining GV, Jodi led consumer and platform communications for Twitter, during a time when the company grew rapidly from startup to global brand. Previously, she ran marketing communications for social search company Kosmix, which was acquired by Walmart. Jodi spent the earlier years of her career on the PR agency side, consulting to a mix of Fortune 500 companies and technology startups.",jodi olson,Google Ventures
"Jodi received her bachelor’s degree in literature and writing from the University of California, San Diego and her master’s degree in literary history and cultural discourse from the University of Sussex in the United Kingdom.",jodi olson,Google Ventures
"Monica leads marketing at GV, working with portfolio companies at the intersection of product, engineering, and the user. She likes technical product marketing and splashy brand campaigns in equal parts. ",monica tran,Google Ventures
"Monica’s experience spans consumer, B2B, and developer marketing. Prior to joining GV, Monica drove growth and acquisition for Google Maps, Search, and AdWords. She led go-to-market for mobile ads in Asia and Europe. Monica went on to become the creative force behind Google I/O and managed the developer marketing team responsible for Android and API adoption. Her work has appeared at the Sydney Opera House, in outbound sales calls, and on the wrists of PAC-MAN enthusiasts around the world.",monica tran,Google Ventures
"Monica graduated with honors from UC Berkeley, studying business and Shakespeare. She has worked for Google in London, Tokyo, and Sydney. Once upon a time, you could find her working security at the OC Fair’s Gate 4 ½. ",monica tran,Google Ventures
"Lauren focuses on growth and marketing at GV. Drawing on over a decade of experience in marketing and product management, she provides end-to-end expertise from development to launch and growth.",lauren usui,Google Ventures
