text,name,firm
"In many ways, venture capitalists are the gatekeepers to funding. As an immigrant and the oldest of three girls, I care deeply about widening those gates and equalizing access to opportunity. ",Liu Jiang,Sequoia Capital
"In high school, I spent part of my summer at the World Bank working on their open data initiative and their mobile app. I witnessed how data-driven governments spurred economic innovation and how mobile devices enabled civilians’ financial independence.",Liu Jiang,Sequoia Capital
"I studied computer science, electrical engineering, and management engineering at Stanford. I enjoy decomposing systems - whether they’re software, hardware, or organizations - and analyzing the interdependencies among their components. ",Liu Jiang,Sequoia Capital
"My Dropbox experience convinced me that as with web and mobile, every successful company will eventually have an AI strategy. Technology is extending from bits to atoms, and AI is already augmenting or replacing physical world functions.   ",Liu Jiang,Sequoia Capital
"I’m also intrigued by companies that are reinventing large industries, such as healthcare, financial services, logistics, manufacturing, and real estate. Many of these industries have yet to capitalize on the potential of data and analytics. ",Liu Jiang,Sequoia Capital
"I spend much of my free time tinkering with frontier tech. Some of my projects include 3D printing robot arms, editing bacterial genomes, programming crypto wallets, developing AR apps for the Hololens, designing autonomous car displays, and conducting computer vision and NLP research.",Liu Jiang,Sequoia Capital
"Thanks to some travel hacks, I've explored over 50 countries, many of them solo. When you’re journeying alone where no one knows you, you’re more introspective and honest with yourself. Each discovery is your own, and you embrace getting lost in the right (or wrong) direction. ",Liu Jiang,Sequoia Capital
"As a long distance runner, I find that summoning the resolve to get started is the hardest part; the rest is just dogged persistence. ",Liu Jiang,Sequoia Capital
"Our meetings center around exchanges of ideas rather than one-sided Q&As. It’s easy to use logic and be a skeptic, but I try to understand a founder’s vision and dream with her. ",Liu Jiang,Sequoia Capital
"We love getting to know founders early on, and the strongest relationships are built outside of a formal fundraising process. If you’re hesitating to reach out to us, just do it. The answer is always no when you don’t ask. ",Liu Jiang,Sequoia Capital
You need grit to get through the entrepreneurial journey. Startups are a roller coaster of ups & downs.,Jess Lee,Sequoia Capital
I’ve been on that roller coaster. And I think being there for an entrepreneur during those tough times can be one of my strengths.,Jess Lee,Sequoia Capital
"The best consumer companies reinvent the way we live. The art is in understanding the user, creating a kernel of delight, and having the resilience to ride out the storms.  Consumers can be fickle — in love with a service one day and over it the next. It's a tough space that requires a founder with a lot of grit. ",Jess Lee,Sequoia Capital
"Growing up I wanted to be a comic book artist. I told my parents, “I’m going to be a graphic novelist.” But they’re Asian, so they said no and refused to pay for art school.",Jess Lee,Sequoia Capital
I got to Stanford and took my first computer science class. I just fell in love. ,Jess Lee,Sequoia Capital
I’m very transparent. I can’t help but say what I’m thinking. ,Jess Lee,Sequoia Capital
"I originally planned to be an engineer — I had actually already signed an offer — and then I got the call to go and interview at Google for the Associate Product Manager program. And I remember thinking, “I want to be just like these people.”",Jess Lee,Sequoia Capital
"My first boss was Marissa Mayer. She built the Associate Product Manager program at Google and I was in the third class of APMs. I was there four years as a PM on Google Maps, and I learned a lot. ",Jess Lee,Sequoia Capital
"Then one day someone showed me Polyvore. I was just an early user who fell in love with it. I wrote an email with some suggestions and ended up as Polyvore’s first PM. Eventually I became VP of Product, then CEO.",Jess Lee,Sequoia Capital
"Somewhere along the way the other founders came to me and said, “We’ve always thought of you as a cofounder, so we’ll just call you an honorary cofounder from now on.” What an amazing and generous thing to do. It’s always meant a lot to me.",Jess Lee,Sequoia Capital
"As a CEO, I think I was good at two things. One was culture: building a culture where the team felt really empowered. Then on the product side, I’d say I had a strong sense of user empathy and some UI design sensibilities. ",Jess Lee,Sequoia Capital
"We eventually sold to Yahoo. I was really happy — we’d brought the team on this crazy journey of ups and downs, and we made it. It was a great outcome.",Jess Lee,Sequoia Capital
"Startups are really hard. I know that from personal experience. A million variables have to line up for things to work out, and sometimes it feels like everything that could have gone wrong is going wrong. ",Jess Lee,Sequoia Capital
"I met Roelof in 2012 and he said, “Hey, maybe you should come and be a VC sometime.” And I said, “Noooo…I would never do that. I’m a company builder, I’m a team leader, I want to do it with my own two hands.”",Jess Lee,Sequoia Capital
"But the idea of leveraging what I learned over eight and a half years of toiling — and it really was blood, sweat and tears — to help other entrepreneurs? That’s really exciting to me. ",Jess Lee,Sequoia Capital
I’m personally interested in AR and VR. I think those are the next big platforms post-mobile.,Jess Lee,Sequoia Capital
"In my first interview with Marissa she told me, whenever she’d had to choose between two paths, she always tried to pick the more challenging one. And that advice has stayed with me. It drove me to go to Polyvore when I was happy at Google. It drove me to be CEO when I was VP of Product. It drove me here, right? ",Jess Lee,Sequoia Capital
Challenge yourself.,Jess Lee,Sequoia Capital
"I don’t think I quite fit the traditional mould for what a CEO is supposed to be like. Personality-wise, a certain set of skills, being introverted — none of those things are your classic CEO. Figuring out how to lead in my own style, authentically, has shaped me tremendously.",Jess Lee,Sequoia Capital
"The strength of an introvert is that, if you don’t like the spotlight on yourself, you put it naturally on your team. ",Jess Lee,Sequoia Capital
Do a few things well. No one is good at everything. You have to figure out the one thing you’re really good at and just work your ass off.,Jess Lee,Sequoia Capital
"Maybe because of my upbringing — I’m an immigrant from Italy, I actually came on a boat at the age of 11 — there’s something to be said for the feeling of desperation and the feeling you have no choice but to win.",Doug Leone,Sequoia Capital
"The old adage that, “if it ain't broke, don't fix it,” does not apply to Sequoia Capital. It’s the exact opposite. If something is working like a dream, we modify it, we try to break it, because competitors and new entrants will try to find new ways to beat us.",Doug Leone,Sequoia Capital
"When we first met the team at Meraki, it was clear that the founders and the product were exceptional, but the market they were planning to chase was not. We spent the first two years exploring four different markets until we found the one that worked. Their early days were not easy and the company struggled. Eventually, when they zeroed in on the appropriate market opportunity, revenues skyrocketed. ",Doug Leone,Sequoia Capital
There are exactly zero successful founders who weren’t insistent on doing things their own way.,Doug Leone,Sequoia Capital
"Great founders listen to all points of view and then march down whichever path they deem most productive. They can be irreverent and stubborn, but that’s not a bad thing. Placating them when we disagree is. It’s OK to have a spirited conversation based on facts and not emotions…and in the end, it is the founder who decides the path. ",Doug Leone,Sequoia Capital
"None of the companies where I serve on the board are “Doug Leone companies.” They are Sequoia Capital companies. We work as a team. A founder has not just Doug Leone or Jim Goetz on the board, but all of Sequoia Capital.",Doug Leone,Sequoia Capital
"When I meet an entrepreneur who’s considering partnering with us, I tell her that I’m not a founder’s friend. I am a founder’s business partner. My job is to do everything in my power to help make her and her company enormously successful. I’ll work 24/7 to help realize the full potential of her idea.  We will likely become good friends over time.",Doug Leone,Sequoia Capital
"If a founder wants a nodding bobble head, we’re the wrong partners, and I am certainly the wrong board member.",Doug Leone,Sequoia Capital
"Hire people who think from first principles. If you have a playbook written in indelible ink, or if you know the answer before the question is asked, you are not for us.",Doug Leone,Sequoia Capital
"Choose to have kids or not. But if you choose to have kids, invest in your kids. That is the most important thing you can do in your life.",Doug Leone,Sequoia Capital
"My first job in sales was selling north of 96th Street in New York City. Now it's cool to be north of 96th Street. Let me tell you, in 1979 it was not safe to be north of 96th Street. But that location had Columbia University, where someone explained to me what the ARPANET was. And that eventually led to a job at Sun Microsystems.",Doug Leone,Sequoia Capital
"If you pitch to Sequoia, just describe clearly your vision, your product, and the business around your product. Remember, you are selling shares, not selling just product. We don’t need a balance sheet for the year 2020.",Doug Leone,Sequoia Capital
"Crystal-clear thinking is one of the things we look for. Not a fancy slide pitch, but crystal-clear thinking.",Doug Leone,Sequoia Capital
Avoid pontificating board members with nothing to say.,Doug Leone,Sequoia Capital
"Sequoia looks for people from humble backgrounds. Maybe something happened in our lives early on, our system was shocked, and we have this unbelievable need to stay on top and to succeed.",Doug Leone,Sequoia Capital
It’s why I get up at 4:30 every morning to work out. I want to make sure I don’t lose an inch on the edge front. ,Doug Leone,Sequoia Capital
"Make no mistake: We want to be the very first penny of capital into young companies for the simple reason that we want to be their business partner from day one. We know from experience over many, many years that the DNA of a company is often set in the first 30, 60, or 90 days.",Doug Leone,Sequoia Capital
"Make sure you have a partner who has experience, bandwidth, and tells it like it is.  The last thing a founder needs is to have to figure out what his board member actually means.  ",Doug Leone,Sequoia Capital
"A great investor partner completely appreciates how difficult the life of a founder is, and he should do everything in his power to help him succeed. Adding stress is not helpful.",Doug Leone,Sequoia Capital
"Venture is quite a competitive business. Everybody is saying exactly the same things, but only a few firms are able to deliver for portfolio companies.",Doug Leone,Sequoia Capital
"Next time you hear from an investor that he’s “founder-friendly” as part of his sales approach, you may want to raise your antenna in the same way you would when a stranger starts calling you “buddy” a few minutes after he meets you. It’s a marketing tagline meant to disarm you.",Doug Leone,Sequoia Capital
"If you come to present at Sequoia there are no phones out, no one looking at email, the meetings start on time. We try to treat people the way we would treat someone in our living room. Because we completely understand the pressure you’re under when you come to see us. We take that presentation and the conversation that follows quite seriously.  We don’t expect you to have all your facts buttoned up.  We have partnered with numerous founders at the very earliest stages of their company.",Doug Leone,Sequoia Capital
We don't have flower children here. We will ask questions if we have them.,Doug Leone,Sequoia Capital
I hate talking about the past. The one thing you should know about me is that I rarely take photographs. Because I’m afraid that photographs tie me back to the past.,Doug Leone,Sequoia Capital
We're paranoid as heck. We're always one or two decisions away from becoming a second-tier firm. And that is very clear in our minds.,Doug Leone,Sequoia Capital
"We have a heterogeneous set of talents at Sequoia. We have engineers, sales, marketing, finance, Italians, Chinese, Indians. But we would benefit by having more women on our investment team.",Doug Leone,Sequoia Capital
The founders and management teams do 99% of the work. They’re the ones who should be in the limelight.,Doug Leone,Sequoia Capital
I have no idea what’s hot. But I’m certainly always listening. Big Dumbo ears. Just listening.,Doug Leone,Sequoia Capital
I’m an operator. I’ve been fortunate enough to help scale three companies from the founding stages to profitable businesses and through successful acquisitions.,Alfred Lin,Sequoia Capital
"I joined Sequoia because I had worked with Sequoia partners for a long time as an operator, and almost all Sequoia partners have worked at, started, and been part of the management team at companies that have done extraordinary things. ",Alfred Lin,Sequoia Capital
"Airbnb started with an air mattress and a radical vision of what hospitality could mean. As the seed investor, Sequoia partnered with Airbnb before it was clear to all that they could design trust among strangers, making a better way to travel and creating a way for people everywhere to belong anywhere.",Alfred Lin,Sequoia Capital
"If your goal is to get straight As and never speed, you're probably not cut out to disrupt an industry, which requires original thinking, an ability to see the world differently from others, and courage to challenge conventional wisdom when it doesn't make sense.  (This is not saying you should be lazy, get Cs, intentionally do bad things, break the law, and challenge conventional wisdom for just the sake of it.)",Alfred Lin,Sequoia Capital
A tall tale about one of my college jobs was buying whole pizzas and selling them by the slice to my roommates at Harvard. It wasn't predatory — honest.,Alfred Lin,Sequoia Capital
"When I was contemplating going to business school after LinkExchange was sold to Microsoft, Michael Moritz (who graduated from Wharton, but never includes it in his bio) told me, “You learn more in three months at a startup than at business school.”  I've been working at or with startups ever since.",Alfred Lin,Sequoia Capital
"When I was in a PhD program in statistics, Tony [Hsieh] would say that must be like watching paint dry, in the dark, as part of his way to recruit me into LinkExchange. I would laugh at that because, while I love math and numbers, I also had a passion for business. Dropping out was a hard conversation with my traditional Taiwanese parents.",Alfred Lin,Sequoia Capital
"I've been on both sides of being an operator and an investor, and I think it’s a privilege to have been on both sides.",Alfred Lin,Sequoia Capital
"I remember pitching Sequoia when I was at LinkExchange, at Tellme, at Zappos, so I can relate that fundraising is a pain.",Alfred Lin,Sequoia Capital
"The thing that culture, customer service, and fitness all have in common is that if you don't make it a daily habit, it's not going to be your core competency. Focusing on culture or customer service when it is already bad is similar to going on a crash diet and working out only when you notice when you are out of shape.",Alfred Lin,Sequoia Capital
"The 80/20 rule doesn't apply to entrepreneurship. Since the vast majority of companies fail, you don’t get rewarded unless you are above the 99.9th percentile.",Alfred Lin,Sequoia Capital
"Those charts that show exponential growth, if you narrow it down to the very early beginnings, it looks quite flat. It takes a long time to get the flywheel going. So don't be discouraged.",Alfred Lin,Sequoia Capital
Think about all the people that you've never liked working with. What values do they have? Think of the opposite of that. Maybe those should be considered values for your company. ,Alfred Lin,Sequoia Capital
"At Sequoia, we don’t want to be treated any differently than your co-founder or your management team. We want to be there in the trenches with you, and be able to discuss any problem you have.  We pride ourselves on being the first call you make when you want unconventional and prescient advice.",Alfred Lin,Sequoia Capital
"Who’s going to be your worst reference and why? I like asking that question just to see how introspective and brutally honest you are about yourself. If you can’t be transparent about that, we haven’t established the right level of trust yet to be business partners.",Alfred Lin,Sequoia Capital
By training I’m an applied mathematician and statistician. I can definitely geek out on bootstrapping statistics as well as companies.,Alfred Lin,Sequoia Capital
"My earliest computing memory is an abacus — which I could never use, despite my dad being the number two abacus champion in Taiwan.",Alfred Lin,Sequoia Capital
"My parents emigrated to the United States because they wanted a better life for me and my brother. We went from middle class to poor in that move, but my parents told us that we were temporarily poor. At the age of six, I didn't understand what they were trying to tell me.  Today, I know the most valuable lesson from my parents was not that the US necessarily provides for a better life, it was that if you are intellectually curious, goal oriented, and work hard, you will figure things out. ",Alfred Lin,Sequoia Capital
"In some ways you should ignore the climate. If you love what you're doing, you’re going to love it during good or bad times. ",Alfred Lin,Sequoia Capital
I didn't think raising too much money could be a bad thing until I saw how easy it is for once disciplined founders to blow through money when they start thinking certain things are not “worth” their time.,Alfred Lin,Sequoia Capital
"Raising a very large round might be a good vanity metric, but it rarely leads to great operating businesses.",Alfred Lin,Sequoia Capital
"People date for many years before they get married, and half of those partnerships still end in divorce. Why would relationships on the business side be any different? I would spend more time getting to know people before you let them invest in your company. Because if things go well, it's a five, ten, fifteen-year journey.",Alfred Lin,Sequoia Capital
"To this day my mother still asks me, “When are you going to go back and finish your PhD?” It’s unlikely.",Alfred Lin,Sequoia Capital
"If you look at our most successful partnerships, the founders started the company, built the company, and are at the helm.",Michael Moritz,Sequoia Capital
"When we first get involved with a tiny company, nothing is obvious. If you’re looking for certainty you wind up with boring people engaged in mundane activities. We have a fondness for obsessives on a mission. This was the case when we met the founders of what would become Google, Stripe, Yahoo, and PayPal and we hope it’s true when we meet you.",Michael Moritz,Sequoia Capital
I wouldn’t be here today if not for the generosity of strangers.,Michael Moritz,Sequoia Capital
